Symbol,Company Name,Industry,Market Cap
ITT,ITT Inc.,Specialty Industrial Machinery,6765864000
ITUB,Itaú Unibanco Holding,Banks - Regional,52331680113
ITW,Illinois Tool Works,Specialty Industrial Machinery,69302041944
IVA,Inventiva,Biotechnology,133986756
IVAC,Intevac,Aerospace & Defense,136102575
IVCA,Investcorp India Acquisition,Shell Companies,345431784
IVCB,Investcorp Europe Acquisition Corp I,Shell Companies,455831282
IVCP,Swiftmerge Acquisition,Shell Companies,292619260
IVDA,Iveda Solutions,Security & Protection Services,18894868
IVR,Invesco Mortgage Capital,REIT - Mortgage,441460320
IVT,InvenTrust Properties,REIT - Retail,1461561190
IVVD,Invivyd,Biotechnology,135395600
IVZ,Invesco,Asset Management,6982495438
IX,ORIX Corporation,Credit Services,20491797441
IXAQ,IX Acquisition,Shell Companies,108719018
IXHL,Incannex Healthcare,Drug Manufacturers - Specialty & Generic,132356634
IZEA,IZEA Worldwide,Internet Content & Information,42543432
IZM,ICZOOM Group,Electronics & Computer Distribution,29326976
J,Jacobs Engineering Group,Engineering & Construction,14832570500
JACK,Jack in the Box,Restaurants,1909451076
JAGX,Jaguar Health,Biotechnology,12677893
JAKK,JAKKS Pacific,Leisure,228413320
JAMF,Jamf Holding,Software - Application,2173492110
JAN,JanOne,Waste Management,4048733
JANX,Janux Therapeutics,Biotechnology,558892888
JAQC,Jupiter Acquisition,Shell Companies,166024565
JAZZ,Jazz Pharmaceuticals,Biotechnology,8593924496
JBGS,JBG SMITH Properties,REIT - Office,1691719920
JBHT,J.B. Hunt Transport Services,Integrated Freight & Logistics,17451213760
JBI,Janus International Group,Building Products & Equipment,1366186640
JBL,Jabil,Electronic Components,11145456000
JBLU,JetBlue Airways,Airlines,2324818033
JBSS,John B. Sanfilippo & Son,Packaged Foods,1296109744
JBT,John Bean Technologies,Specialty Industrial Machinery,3330004860
JCI,Johnson Controls International,Building Products & Equipment,43375179286
JCSE,JE Cleantech Holdings,Specialty Industrial Machinery,12016000
JCTCF,Jewett-Cameron Trading Company,Lumber & Wood Production,16339863
JD,JD.com,Internet Retail,54921488878
JEF,Jefferies Financial Group,Capital Markets,7096915920
JELD,JELD-WEN Holding,Building Products & Equipment,1249085460
JEWL,Adamas One,Luxury Goods,15584426
JFBR,Jeffs' Brands,Internet Retail,6304467
JFIN,Jiayin Group,Internet Content & Information,290669536
JFU,9F Inc.,Information Technology Services,61249608
JG,Aurora Mobile,Software - Infrastructure,39630683
JGGC,Jaguar Global Growth Corporation I,Shell Companies,322000340
JHG,Janus Henderson Group,Asset Management,4449573880
JHX,James Hardie Industries,Building Materials,10950664294
JILL,J.Jill,Apparel Retail,221667760
JJSF,J&J Snack Foods,Packaged Foods,3031852204
JKHY,Jack Henry & Associates,Information Technology Services,10843844045
JKS,JinkoSolar Holding Co.,Solar,2210010022
JLL,Jones Lang LaSalle,Real Estate Services,6881489143
JMIA,Jumia Technologies AG,Internet Retail,282652204
JMSB,John Marshall Bancorp,Banks - Regional,264851250
JNJ,Johnson & Johnson,Drug Manufacturers - General,412964181757
JNPR,Juniper Networks,Communication Equipment,9499827680
JOAN,JOANN,Specialty Retail,65804000
JOB,GEE Group,Staffing & Employment Services,55737150
JOBY,Joby Aviation,Airports & Air Services,3447563782
JOE,The St. Joe Company,Real Estate - Diversified,2658844600
JOUT,Johnson Outdoors,Leisure,627514139
JPM,JPMorgan Chase & Co.,Banks - Diversified,406724311066
JRSH,Jerash Holdings (US),Apparel Manufacturing,55699650
JRVR,James River Group Holdings,Insurance - Specialty,806931840
JSPR,Jasper Therapeutics,Biotechnology,196303740
JT,Jianpu Technology,Credit Services,21434624
JUGG,Jaws Juggernaut Acquisition,Shell Companies,355695010
JUN,Juniper II,Shell Companies,384588729
JUPW,Jupiter Wellness,Drug Manufacturers - Specialty & Generic,10656549
JVA,Coffee Holding Co.,Packaged Foods,9305018
JWAC,Jupiter Wellness Acquisition,Shell Companies,130534443
JWEL,Jowell Global,Internet Retail,8101914
JWN,Nordstrom,Department Stores,2492386560
JWSM,Jaws Mustang Acquisition,Shell Companies,292376349
JXJT,JX Luxventure,Apparel Manufacturing,22191275
JXN,Jackson Financial,Insurance - Life,2487091590
JYD,Jayud Global Logistics,Integrated Freight & Logistics,76287500
JYNT,The Joint,Medical Care Facilities,216805876
JZ,Jianzhi Education Technology Group Company,Education & Training Services,64158023
JZXN,Jiuzi Holdings,Auto & Truck Dealerships,6056021
K,Kellogg Company,Packaged Foods,23763413249
KA,Kineta,Biotechnology,28850512
KACL,Kairous Acquisition Corp.,Shell Companies,109983724
KAI,Kadant,Specialty Industrial Machinery,2322091435
KALA,Kala Pharmaceuticals,Drug Manufacturers - Specialty & Generic,38964767
KALU,Kaiser Aluminum,Aluminum,1031341170
KALV,KalVista Pharmaceuticals,Biotechnology,359803782
KAMN,Kaman,Aerospace & Defense,639031680
KAR,KAR Auction Services,Auto & Truck Dealerships,1669805610
KARO,Karooooo,Software - Application,659567941
KAVL,Kaival Brands Innovations Group,Tobacco,32785904
KB,KB Financial Group,Banks - Regional,14529451263
KBAL,Kimball International,"Furnishings, Fixtures & Appliances",450599930
KBH,KB Home,Residential Construction,3708804352
KBNT,Kubient,Software - Application,7134593
KBR,"KBR, Inc.",Engineering & Construction,7989954140
KC,Kingsoft Cloud Holdings,Software - Application,1029133600
KCGI,Kensington Capital Acquisition V,Shell Companies,361904990
KD,Kyndryl Holdings,Information Technology Services,2652708207
KDNY,Chinook Therapeutics,Biotechnology,1426750902
KDP,Keurig Dr Pepper,Beverages - Non-Alcoholic,44682316381
KE,Kimball Electronics,Electrical Equipment & Parts,574098246
KELYA,Kelly Services,Staffing & Employment Services,688550124
KELYB,Kelly Services,Staffing & Employment Services,646735146
KEN,Kenon Holdings,Utilities - Independent Power Producers,1641623424
KEP,Korea Electric Power,Utilities - Regulated Electric,8923313389
KEQU,Kewaunee Scientific,"Furnishings, Fixtures & Appliances",48655383
KERN,Akerna,Health Information Services,4210479
KEX,Kirby,Marine Shipping,4306800000
KEY,KeyCorp,Banks - Regional,9184292480
KEYS,Keysight Technologies,Scientific & Technical Instruments,28001670668
KFFB,Kentucky First Federal Bancorp,Banks - Regional,46966660
KFRC,Kforce,Staffing & Employment Services,1177354444
KFS,Kingsway Financial Services,Auto & Truck Dealerships,221110891
KFY,Korn Ferry,Staffing & Employment Services,2564901354
KGC,Kinross Gold,Gold,6322140000
KHC,The Kraft Heinz Company,Packaged Foods,47948264300
KIDS,OrthoPediatrics,Medical Devices,1055555800
KIM,Kimco Realty,REIT - Retail,11356420854
KIND,Nextdoor Holdings,Internet Content & Information,846539473
KINS,Kingstone Companies,Insurance - Property & Casualty,15194142
KIQ,Kelso Technologies,Railroads,13036824
KIRK,Kirkland's,Specialty Retail,37157410
KITT,Nauticus Robotics,Aerospace & Defense,81796651
KKR,KKR & Co.,Asset Management,56247226349
KLAC,KLA Corporation,Semiconductor Equipment & Materials,58122987749
KLIC,Kulicke and Soffa Industries,Semiconductor Equipment & Materials,2864782101
KLR,Kaleyra,Software - Application,26529588
KLTR,Kaltura,Software - Infrastructure,253724475
KLXE,KLX Energy Services Holdings,Oil & Gas Equipment & Services,162929454
KMB,Kimberly-Clark,Household & Personal Products,48930365270
KMDA,Kamada,Drug Manufacturers - Specialty & Generic,217439080
KMI,Kinder Morgan,Oil & Gas Midstream,37137289871
KMPR,Kemper,Insurance - Property & Casualty,2846972937
KMT,Kennametal,Tools & Accessories,2103215480
KMX,CarMax,Auto & Truck Dealerships,11343172176
KN,Knowles,Communication Equipment,1481851155
KNDI,Kandi Technologies Group,Auto Parts,249279072
KNOP,KNOT Offshore Partners LP,Marine Shipping,165049974
KNSA,Kiniksa Pharmaceuticals,Biotechnology,934556395
KNSL,Kinsale Capital Group,Insurance - Property & Casualty,7436562882
KNSW,KnightSwan Acquisition,Shell Companies,300437490
KNTE,Kinnate Biopharma,Biotechnology,186290400
KNTK,Kinetik Holdings,Oil & Gas Midstream,1560018960
KNW,Know Labs,Scientific & Technical Instruments,60259875
KNX,Knight-Swift Transportation Holdings,Trucking,8790627700
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,271713351347
KOD,Kodiak Sciences,Biotechnology,309357177
KODK,Eastman Kodak Company,Specialty Business Services,350697828
KOF,Coca-Cola FEMSA,Beverages - Non-Alcoholic,18653270280
KOP,Koppers Holdings,Specialty Chemicals,664820184
KOPN,Kopin,Electronic Components,183772050
KORE,KORE Group Holdings,Telecom Services,123992856
KOS,Kosmos Energy,Oil & Gas E&P,2916197120
KOSS,Koss Corporation,Consumer Electronics,36299710
KPLT,Katapult Holdings,Software - Infrastructure,62623995
KPRX,Kiora Pharmaceuticals,Biotechnology,4028297
KPTI,Karyopharm Therapeutics,Biotechnology,279324500
KR,The Kroger Co.,Grocery Stores,35624046720
KRBP,Kiromic BioPharma,Biotechnology,4290651
KRC,Kilroy Realty,REIT - Office,3176785920
KREF,KKR Real Estate Finance Trust,REIT - Mortgage,746916950
KRG,Kite Realty Group Trust,REIT - Retail,4443544760
KRKR,36Kr Holdings,Internet Content & Information,39368487
KRMD,KORU Medical Systems,Medical Instruments & Supplies,182452800
KRNL,Kernel Group Holdings,Shell Companies,158042340
KRNT,Kornit Digital,Specialty Industrial Machinery,1142527420
KRNY,Kearny Financial,Banks - Regional,460601995
KRO,Kronos Worldwide,Specialty Chemicals,967637780
KRON,Kronos Bio,Biotechnology,108921645
KROS,Keros Therapeutics,Biotechnology,1443117276
KRP,"Kimbell Royalty Partners, LP",Oil & Gas E&P,1413022054
KRT,Karat Packaging,Packaging & Containers,313029250
KRTX,Karuna Therapeutics,Biotechnology,8384834920
KRUS,Kura Sushi USA,Restaurants,770338587
KRYS,Krystal Biotech,Biotechnology,2478319182
KSCP,Knightscope,Security & Protection Services,26033903
KSPN,Kaspien Holdings,Software - Application,3078797
KSS,Kohl's,Department Stores,2104155000
KT,KT Corporation,Telecom Services,5857738414
KTB,Kontoor Brands,Apparel Manufacturing,2244822355
KTCC,Key Tronic,Computer Hardware,61773306
KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,1758369340
KTRA,Kintara Therapeutics,Biotechnology,4879739
KTTA,Pasithea Therapeutics,Biotechnology,9941633
KUKE,Kuke Music Holding,Entertainment,20595690
KULR,KULR Technology Group,Electronic Components,67239055
KURA,Kura Oncology,Biotechnology,879436010
KVHI,KVH Industries,Communication Equipment,187240320
KVSA,Khosla Ventures Acquisition Co.,Shell Companies,414617569
KVUE,Kenvue,Household & Personal Products,51436722809
KW,Kennedy-Wilson Holdings,Real Estate Services,2099228580
KWE,KWESST Micro Systems,Aerospace & Defense,12421857
KWR,Quaker Chemical,Specialty Chemicals,3758706432
KXIN,Kaixin Auto Holdings,Auto & Truck Dealerships,61161452
KYCH,Keyarch Acquisition,Shell Companies,157096800
KYMR,Kymera Therapeutics,Biotechnology,1639876270
KZIA,Kazia Therapeutics,Biotechnology,25746588
KZR,Kezar Life Sciences,Biotechnology,211429024
L,Loews,Insurance - Property & Casualty,13400401930
LAB,Standard BioTools,Diagnostics & Research,180145836
LABP,Landos Biopharma,Biotechnology,9275716
LAC,Lithium Americas,Other Industrial Metals & Mining,3551263280
LAD,Lithia Motors,Auto & Truck Dealerships,6230366974
LADR,Ladder Capital,REIT - Mortgage,1221249380
LAKE,Lakeland Industries,Apparel Manufacturing,80860508
LAMR,Lamar Advertising Company,REIT - Specialty,9633268332
LANC,Lancaster Colony,Packaged Foods,5713567200
LAND,Gladstone Land,REIT - Industrial,543567080
LANV,Lanvin Group Holdings,Luxury Goods,681049200
LARK,Landmark Bancorp,Banks - Regional,107910350
LASE,Laser Photonics,Specialty Industrial Machinery,23552192
LASR,nLIGHT,Semiconductors,610731324
LATG,LatAmGrowth SPAC,Shell Companies,172087489
LAUR,Laureate Education,Education & Training Services,1933240200
LAW,CS Disco,Software - Application,421136766
LAZ,Lazard,Capital Markets,2449181160
LAZR,Luminar Technologies,Auto Parts,2390054936
LAZY,Lazydays Holdings,Auto & Truck Dealerships,159471360
LBAI,Lakeland Bancorp,Banks - Regional,846547380
LBBB,Lakeshore Acquisition II,Shell Companies,96442825
LBC,Luther Burbank,Banks - Regional,448535241
LBPH,Longboard Pharmaceuticals,Biotechnology,212237265
LBRDA,Liberty Broadband,Telecom Services,11385540557
LBRDK,Liberty Broadband,Telecom Services,11340766694
LBRT,Liberty Energy,Oil & Gas Equipment & Services,2258944800
LBTYA,Liberty Global,Telecom Services,7790946881
LBTYB,Liberty Global,Telecom Services,7422331902
LBTYK,Liberty Global,Telecom Services,7814920784
LC,LendingClub,Credit Services,846839960
LCA,Landcadia Holdings IV,Shell Companies,139683600
LCAA,L Catterton Asia Acquisition,Shell Companies,299015258
LCFY,Locafy,Internet Content & Information,10264400
LCID,Lucid Group,Auto Manufacturers,13169914885
LCII,LCI Industries,Recreational Vehicles,2801797800
LCNB,LCNB Corp.,Banks - Regional,163998744
LCTX,Lineage Cell Therapeutics,Biotechnology,229734900
LCUT,Lifetime Brands,"Furnishings, Fixtures & Appliances",112154361
LCW,Learn CW Investment,Shell Companies,298999990
LDI,loanDepot,Mortgage Finance,584928614
LDOS,Leidos Holdings,Information Technology Services,10755930573
LE,Lands' End,Specialty Retail,270595052
LEA,Lear Corporation,Auto Parts,7381353850
LECO,Lincoln Electric Holdings,Tools & Accessories,9798907580
LEDS,SemiLEDs,Semiconductors,10174778
LEE,"Lee Enterprises,",Publishing,71874334
LEG,"Leggett & Platt,","Furnishings, Fixtures & Appliances",4331464480
LEGH,Legacy Housing,Residential Construction,514380020
LEGN,Legend Biotech,Biotechnology,12175346668
LEJU,Leju Holdings,Real Estate Services,27846119
LEN,Lennar,Residential Construction,32390757927
LEN.B,Lennar,Residential Construction,32453012263
LESL,Leslie's,Home Improvement Retail,1856814381
LEU,Centrus Energy,Uranium,472944550
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,458611634
LEVI,Levi Strauss & Co.,Apparel Manufacturing,5144973538
LEXX,Lexaria Bioscience,Biotechnology,6080065
LFAC,LF Capital Acquisition Corp. II,Shell Companies,186368803
LFCR,Lifecore Biomedical,Drug Manufacturers - Specialty & Generic,171000288
LFLY,Leafly Holdings,Pharmaceutical Retailers,15621822
LFMD,LifeMD,Pharmaceutical Retailers,66324072
LFST,LifeStance Health Group,Medical Care Facilities,3149755333
LFT,Lument Finance Trust,REIT - Mortgage,95583096
LFUS,Littelfuse,Electronic Components,6657600276
LFVN,LifeVantage,Packaged Foods,57576150
LGF.A,Lions Gate Entertainment,Entertainment,2400200055
LGF.B,Lions Gate Entertainment,Entertainment,2398259840
LGHL,Lion Group Holding,Capital Markets,7149773
LGIH,LGI Homes,Residential Construction,2863929590
LGL,The LGL Group,Electronic Components,25560289
LGMK,LogicMark,Security & Protection Services,4107186
LGND,Ligand Pharmaceuticals,Biotechnology,1284210375
LGO,Largo,Other Industrial Metals & Mining,248440280
LGST,Semper Paratus Acquisition,Shell Companies,176985516
LGVC,LAMF Global Ventures I,Shell Companies,275678640
LGVN,Longeveron,Biotechnology,69569937
LH,Laboratory Corporation of America Holdings,Diagnostics & Research,19210252000
LHC,Leo Holdings Corp. II,Shell Companies,148578139
LHX,L3Harris Technologies,Aerospace & Defense,34935131725
LI,Li Auto,Auto Manufacturers,28435851398
LIAN,LianBio,Biotechnology,302202480
LIBY,Liberty Resources Acquisition,Shell Companies,76874153
LICN,Lichen China,Specialty Business Services,62540002
LICY,Li-Cycle Holdings,Waste Management,801323656
LIDR,"AEye, Inc.",Auto Parts,28638815
LIFE,aTyr Pharma,Biotechnology,132471992
LIFW,MSP Recovery,Health Information Services,1675409024
LII,Lennox International,Building Products & Equipment,10226207075
LILA,Liberty Latin America,Telecom Services,1707168053
LILAK,Liberty Latin America,Telecom Services,1709242253
LILM,Lilium,Aerospace & Defense,478159163
LIN,Linde,Specialty Chemicals,181880386558
LINC,Lincoln Educational Services,Education & Training Services,203079312
LIND,Lindblad Expeditions Holdings,Travel Services,526391078
LINK,Interlink Electronics,Electronic Components,59488200
LIPO,Lipella Pharmaceuticals,Biotechnology,10856047
LIQT,LiqTech International,Pollution & Treatment Controls,17769025
LITB,LightInTheBox Holding Co.,Internet Retail,129201900
LITE,Lumentum Holdings,Communication Equipment,3207603000
LITM,Snow Lake Resources,Other Industrial Metals & Mining,48396960
LITT,Logistics Innovation Technologies,Shell Companies,435494640
LIVB,LIV Capital Acquisition Corp. II,Shell Companies,132332870
LIVE,Live Ventures,Home Improvement Retail,83357884
LIVN,LivaNova,Medical Devices,2455589127
LIXT,Lixte Biotechnology Holdings,Biotechnology,9978801
LIZI,Lizhi,Internet Content & Information,35033632
LKCO,Luokung Technology,Internet Content & Information,20520750
LKFN,Lakeland Financial,Banks - Regional,1195252300
LKQ,LKQ Corporation,Auto Parts,14904090400
LL,LL Flooring Holdings,Home Improvement Retail,118934400
LLAP,Terran Orbital,Aerospace & Defense,217528512
LLY,Eli Lilly and Company,Drug Manufacturers - General,419939400357
LMAT,LeMaitre Vascular,Medical Instruments & Supplies,1381014645
LMB,Limbach Holdings,Engineering & Construction,226502813
LMDX,LumiraDx,Diagnostics & Research,242636954
LMFA,LM Funding America,Credit Services,10991855
LMND,Lemonade,Insurance - Property & Casualty,1100037844
LMNL,Liminal BioSciences,Biotechnology,21232865
LMNR,Limoneira Company,Farm Products,296522878
LMT,Lockheed Martin,Aerospace & Defense,115100952334
LNC,Lincoln National,Insurance - Life,3551821100
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Farm Products,461423086
LNG,Cheniere Energy,Oil & Gas Midstream,34376482920
LNKB,LINKBANCORP,Banks - Regional,132813048
LNN,Lindsay,Farm & Heavy Construction Machinery,1307509651
LNSR,LENSAR,Medical Devices,27868636
LNT,Alliant Energy,Utilities - Regulated Electric,13225522680
LNTH,Lantheus Holdings,Drug Manufacturers - Specialty & Generic,6644690807
LNW,Light & Wonder,Gambling,5706745392
LNZA,LanzaTech Global,Waste Management,652809680
LOAN,Manhattan Bridge Capital,REIT - Mortgage,56640277
LOB,Live Oak Bancshares,Banks - Regional,997944524
LOCC,Live Oak Crestview Climate Acquisition,Shell Companies,256125010
LOCL,Local Bounti,Farm Products,49033674
LOCO,El Pollo Loco Holdings,Restaurants,346922676
LODE,Comstock,Real Estate Services,74637904
LOGI,Logitech International,Computer Hardware,10482278560
LOMA,Loma Negra Compañía Industrial Argentina,Building Materials,1514600443
LOOP,Loop Industries,Specialty Chemicals,147154520
LOPE,Grand Canyon Education,Education & Training Services,3410278740
LOV,Spark Networks SE,Internet Content & Information,24154416
LOVE,The Lovesac Company,"Furnishings, Fixtures & Appliances",342052956
LOW,Lowe's Companies,Home Improvement Retail,123010345519
LPCN,Lipocine,Biotechnology,333685716
LPG,Dorian LPG,Oil & Gas Midstream,959938395
LPL,LG Display Co.,Consumer Electronics,4436912051
LPLA,LPL Financial Holdings,Capital Markets,15509159260
LPRO,Open Lending,Credit Services,1169137260
LPSN,LivePerson,Software - Application,349023510
LPTH,LightPath Technologies,Electronic Components,55847100
LPTV,Loop Media,Broadcasting,333776704
LPTX,Leap Therapeutics,Biotechnology,77617150
LPX,Louisiana-Pacific,Building Products & Equipment,4442196044
LQDA,Liquidia,Biotechnology,537155250
LQDT,Liquidity Services,Internet Retail,477064670
LRCX,Lam Research,Semiconductor Equipment & Materials,79107452400
LRFC,Logan Ridge Finance,Asset Management,55051431
LRMR,Larimar Therapeutics,Biotechnology,158365272
LRN,Stride,Education & Training Services,1796844850
LSAK,Lesaka Technologies,Software - Infrastructure,239236885
LSBK,Lake Shore Bancorp,Banks - Regional,64391902
LSCC,Lattice Semiconductor,Semiconductors,11472045480
LSDI,Lucy Scientific Discovery,Drug Manufacturers - Specialty & Generic,18629196
LSEA,Landsea Homes,Real Estate - Development,281151702
LSF,Laird Superfood,Packaged Foods,7558223
LSI,Life Storage,REIT - Industrial,11116968782
LSPD,Lightspeed Commerce,Software - Application,2009737440
LSTA,Lisata Therapeutics,Biotechnology,32695286
LSTR,Landstar System,Integrated Freight & Logistics,6374172609
LTBR,Lightbridge,Electrical Equipment & Parts,54203220
LTC,LTC Properties,REIT - Healthcare Facilities,1345376500
LTCH,Latch,Software - Application,145348000
LTH,Life Time Group Holdings,Leisure,3820794420
LTHM,Livent,Specialty Chemicals,4472434320
LTRN,Lantern Pharma,Biotechnology,54285000
LTRPA,Liberty TripAdvisor Holdings,Internet Content & Information,124142518
LTRPB,Liberty TripAdvisor Holdings,Internet Content & Information,121337951
LTRX,Lantronix,Communication Equipment,178336965
LTRY,Lottery.com,Gambling,17822117
LU,Lufax Holding,Credit Services,3621707448
LUCD,Lucid Diagnostics,Medical Devices,69086606
LUCY,Innovative Eyewear,Medical Instruments & Supplies,15740239
LULU,Lululemon Athletica,Apparel Retail,46921239969
LUMN,Lumen Technologies,Telecom Services,2360175462
LUMO,Lumos Pharma,Biotechnology,28477884
LUNA,Luna Innovations,Scientific & Technical Instruments,272250750
LUNG,Pulmonx,Medical Devices,465056592
LUNR,Intuitive Machines,Aerospace & Defense,114242805
LUV,Southwest Airlines Co.,Airlines,17542752748
LUXH,LuxUrban Hotels,Lodging,113459493
LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,110442450
LVO,LiveOne,Entertainment,131085801
LVOX,LiveVox Holdings,Software - Infrastructure,224911412
LVRO,Lavoro,Agricultural Inputs,131214071
LVS,Las Vegas Sands,Resorts & Casinos,46230751338
LVTX,LAVA Therapeutics,Biotechnology,46794598
LVWR,LiveWire Group,Auto Manufacturers,1414838854
LW,Lamb Weston Holdings,Packaged Foods,16680193920
LWAY,Lifeway Foods,Packaged Foods,87868800
LWLG,Lightwave Logic,Specialty Chemicals,583496100
LX,LexinFintech Holdings,Credit Services,394527760
LXEH,Lixiang Education Holding Co.,Education & Training Services,8000040
LXFR,Luxfer Holdings,Specialty Industrial Machinery,407319912
LXP,LXP Industrial Trust,REIT - Industrial,2972622879
LXRX,Lexicon Pharmaceuticals,Biotechnology,570581620
LXU,LSB Industries,Chemicals,704194212
LYB,LyondellBasell Industries,Specialty Chemicals,29564152406
LYEL,Lyell Immunopharma,Biotechnology,688920818
LYFT,"Lyft, Inc.",Software - Application,2996807200
LYG,Lloyds Banking Group,Banks - Regional,38061223035
LYRA,Lyra Therapeutics,Biotechnology,85640185
LYT,Lytus Technologies Holdings PTV.,Software - Application,22170076
LYTS,LSI Industries,Electronic Components,370482162
LYV,Live Nation Entertainment,Entertainment,19478665108
LZ,LegalZoom.com,Specialty Business Services,2100386820
LZB,La-Z-Boy,"Furnishings, Fixtures & Appliances",1192400656
M,Macy's,Department Stores,4027716448
MA,Mastercard,Credit Services,362505190262
MAA,Mid-America Apartment Communities,REIT - Residential,17286678800
MAC,The Macerich Company,REIT - Retail,2136726540
MACA,Moringa Acquisition,Shell Companies,123753400
MACK,Merrimack Pharmaceuticals,Biotechnology,181388472
MAG,MAG Silver,Silver,1213665400
MAIA,MAIA Biotechnology,Biotechnology,32974678
MAIN,Main Street Capital,Asset Management,3163950801
MAN,ManpowerGroup,Staffing & Employment Services,3677575473
MANH,Manhattan Associates,Software - Application,10984432266
MANU,Manchester United,Entertainment,3051416403
MAPS,WM Technology,Software - Application,171387285
MAQC,Maquia Capital Acquisition,Shell Companies,118280800
MAR,Marriott International,Lodging,54127451365
MARA,Marathon Digital Holdings,Capital Markets,1535895000
MARK,Remark Holdings,Software - Infrastructure,15679100
MARPS,Marine Petroleum Trust,Oil & Gas Midstream,14550000
MARX,Mars Acquisition,Shell Companies,95335920
MAS,Masco,Building Products & Equipment,11828426530
MASI,Masimo,Medical Instruments & Supplies,8627386108
MASS,908 Devices,Medical Devices,263402685
MAT,Mattel,Leisure,6565902202
MATH,Metalpha Technology Holding,Internet Content & Information,901365350
MATV,Mativ Holdings,Paper & Paper Products,973450825
MATW,Matthews International,Conglomerates,1204012646
MATX,Matson,Marine Shipping,2528958945
MAX,MediaAlpha,Internet Content & Information,401533980
MAXN,Maxeon Solar Technologies,Solar,1374100548
MAYS,J.W. Mays,Real Estate Services,90710100
MBAC,M3-Brigade Acquisition II,Shell Companies,146387590
MBC,MasterBrand,"Furnishings, Fixtures & Appliances",1395618600
MBCN,Middlefield Banc,Banks - Regional,183130206
MBI,MBIA Inc.,Insurance - Specialty,430372035
MBIN,Merchants Bancorp,Banks - Regional,1012098576
MBIO,Mustang Bio,Biotechnology,33051686
MBLY,Mobileye Global,Auto Parts,32742067777
MBOT,Microbot Medical,Medical Instruments & Supplies,10000675
MBRX,Moleculin Biotech,Biotechnology,18621376
MBSC,M3-Brigade Acquisition III,Shell Companies,390750000
MBTC,Nocturne Acquisition,Shell Companies,58618121
MBUU,Malibu Boats,Recreational Vehicles,1105896414
MBWM,Mercantile Bank,Banks - Regional,413424496
MC,Moelis & Company,Capital Markets,2427662020
MCAA,Mountain & Co. I Acquisition,Shell Companies,194920250
MCAC,Monterey Capital Acquisition,Shell Companies,121035190
MCAF,Mountain Crest Acquisition Corp. IV,Shell Companies,78522425
MCAG,Mountain Crest Acquisition V,Shell Companies,92515475
MCB,Metropolitan Bank Holding,Banks - Regional,280170387
MCBC,Macatawa Bank,Banks - Regional,297657164
MCBS,MetroCity Bankshares,Banks - Regional,403053511
MCD,McDonald's,Restaurants,215779286429
MCFT,MasterCraft Boat Holdings,Recreational Vehicles,488118870
MCHP,Microchip Technology,Semiconductors,42656872028
MCHX,Marchex,Advertising Agencies,83231418
MCK,McKesson,Medical Distribution,53924847340
MCLD,mCloud Technologies,Software - Application,8601242
MCO,Moody's,Financial Data & Stock Exchanges,57808005000
MCOM,micromobility.com,Recreational Vehicles,677470
MCRB,Seres Therapeutics,Biotechnology,617761830
MCRI,Monarch Casino & Resort,Resorts & Casinos,1294865450
MCS,The Marcus Corporation,Entertainment,510250403
MCVT,Mill City Ventures III,Credit Services,14349803
MCW,Mister Car Wash,Personal Services,2677944989
MCY,Mercury General,Insurance - Property & Casualty,1710413279
MD,Pediatrix Medical Group,Medical Care Facilities,1133400450
MDB,MongoDB,Software - Infrastructure,19272836696
MDC,M.D.C. Holdings,Residential Construction,3101648592
MDGL,Madrigal Pharmaceuticals,Biotechnology,5058975612
MDGS,Medigus,Medical Devices,9042550
MDIA,MediaCo Holding,Broadcasting,33648811
MDJH,MDJM Ltd,Real Estate Services,20431600
MDLZ,Mondelez International,Confectioners,104944159767
MDNA,Medicenna Therapeutics,Biotechnology,43328455
MDRR,Medalist Diversified REIT,REIT - Diversified,12120108
MDRX,Allscripts Healthcare Solutions,Health Information Services,1322046000
MDT,Medtronic,Medical Devices,118846415741
MDU,MDU Resources Group,Conglomerates,5970666160
MDV,Modiv,REIT - Diversified,106108283
MDVL,MedAvail Holdings,Pharmaceutical Retailers,18286237
MDWD,MediWound,Biotechnology,92662175
MDWT,Midwest Holding,Insurance - Life,95249889
MDXG,MiMedx Group,Biotechnology,667017770
MDXH,MDxHealth,Diagnostics & Research,103826304
ME,23andMe Holding Co.,Diagnostics & Research,887063015
MEC,Mayville Engineering Company,Metal Fabrication,260356776
MED,Medifast,Personal Services,975706656
MEDP,Medpace Holdings,Diagnostics & Research,6431650208
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,3166400
MEG,Montrose Environmental Group,Waste Management,1101980292
MEGL,Magic Empire Global,Capital Markets,39094273
MEI,Methode Electronics,Electronic Components,1508520544
MEIP,MEI Pharma,Biotechnology,50704365
MEKA,MELI Kaszek Pioneer,Shell Companies,305573000
MELI,MercadoLibre,Internet Retail,65816138688
MEOA,Minority Equality Opportunities Acquisition,Shell Companies,47160310
MEOH,Methanex,Chemicals,2902261923
MERC,Mercer International,Paper & Paper Products,611831352
MESA,Mesa Air Group,Airlines,72708547
